sample	samples	NTN1	NTN3	NTN4	NTN5	NTNG1	NTNG2	DSCAM	DCC	UNC5A	UNC5B	UNC5C	UNC5D	cancer type abbreviation	sample_type
TCGA-ZP-A9D2-01	TCGA-ZP-A9D2-01	3.62	3.11	7.35	3.05	0.79	2.61	1.3	1.67	2.85	8.13	2.98	0.45	LIHC	Primary Tumor
TCGA-SX-A71S-01	TCGA-SX-A71S-01	3.62	0.46	11.08	4.54	4.2	2.14	1.33	0	7.58	9	1.33	7.56	KIRP	Primary Tumor
TCGA-CF-A3MI-01	TCGA-CF-A3MI-01	3.62	0	10.66	0	0	4.22	0	1.64	0.77	10.1	0	1.93	BLCA	Primary Tumor
TCGA-AA-A01I-01	TCGA-AA-A01I-01	3.62	-0.65	8.82	1.34	-0.32	2.17			-0.12	8.94	2.78	3.51	COAD	Primary Tumor
TCGA-RW-A688-01	TCGA-RW-A688-01	3.61	2.45	8.04	4.31	10.08	7.58	0	0.53	12.74	12.72	9.91	7.8	PCPG	Primary Tumor
TCGA-EM-A1CV-01	TCGA-EM-A1CV-01	3.61	1.5	7.13	2.58	1.5	1.63	0	0	1.85	9.09	8.66	1.63	THCA	Primary Tumor
TCGA-ZJ-A8QR-01	TCGA-ZJ-A8QR-01	3.61	1.05	9.7	3.08	0.62	2.88	1.38	0	2.66	11.74	1.38	1.05	CESC	Primary Tumor
TCGA-GV-A6ZA-01	TCGA-GV-A6ZA-01	3.61	0.57	9.31	2.29	0.57	2.43	0	0	1.97	9.35	0.57	0	BLCA	Primary Tumor
TCGA-A4-8630-01	TCGA-A4-8630-01	3.61	0.5	10.69	3.88	5.92	3.4	0	0	2.48	6.4	0.5	9.71	KIRP	Primary Tumor
TCGA-BQ-5876-01	TCGA-BQ-5876-01	3.61	0	12.04	2.52	0	1.75	0	0	4.82	7.11	1.75	0	KIRP	Primary Tumor
TCGA-W4-A7U2-01	TCGA-W4-A7U2-01	3.6	2.16	6.42	1.69	6.06	3.84	1.37	1.95	3.84	6.46	2.87	3.84	TGCT	Primary Tumor
TCGA-FS-A1YX-06	TCGA-FS-A1YX-06	3.6	1.52	6.45	3.33	0.34	3.57	0	7.05	1.38	8.84	1.76	2.88	SKCM	Metastatic
TCGA-F9-A7Q0-01	TCGA-F9-A7Q0-01	3.6	1.01	11.29	5.06	5.06	3.77	0	0	3.71	7.38	0	6.85	KIRP	Primary Tumor
TCGA-DJ-A2PQ-01	TCGA-DJ-A2PQ-01	3.6	0.64	7.25	3.95	0	2.83	0	0	1.08	10.42	8.53	0	THCA	Primary Tumor
TCGA-FF-A7CR-01	TCGA-FF-A7CR-01	3.6	0.47	5.09	1.34	3.12	5.9	0.82	0.47	4.26	7.56	0.47	0	DLBC	Primary Tumor
TCGA-A5-A2K3-01	TCGA-A5-A2K3-01	3.6	0	8.39	0.94	0	5.25	0	0	8.99	7.71	1.51	2.23	UCEC	Primary Tumor
TCGA-GN-A8LN-01	TCGA-GN-A8LN-01	3.59	4.24	3.99	3.37	4.75	2.61	0	0	1.65	8.09	3.49	1.19	SKCM	Primary Tumor
TCGA-ER-A19N-06	TCGA-ER-A19N-06	3.59	2.94	6.04	2.33	1.74	4.97	1	3.06	3.37	9.56	2.59	2.12	SKCM	Metastatic
TCGA-QR-A6GZ-05	TCGA-QR-A6GZ-05	3.59	1.46	9.91	6.62	9.97	11.72	1.73	4.21	12.12	11.64	6.94	2.64	PCPG	Additional - New Primary
TCGA-G4-6586-01	TCGA-G4-6586-01	3.59	0.89	5.98	2.39	0	3.04	0	0	5.37	7.79	0	0.89	COAD	Primary Tumor
TCGA-LT-A8JT-01	TCGA-LT-A8JT-01	3.59	0.86	10.41	1.4	0.49	3.26	0	0	0.86	11.5	1.4	0	BLCA	Primary Tumor
TCGA-SX-A71W-01	TCGA-SX-A71W-01	3.59	0	11.19	3.88	2.85	5.39	0.43	0	3.54	7.83	0.43	6.5	KIRP	Primary Tumor
TCGA-BQ-5888-01	TCGA-BQ-5888-01	3.59	0	9.37	4.12	8.87	4.39	1.64	0	2.38	6.92	0	0	KIRP	Primary Tumor
TCGA-EE-A2MQ-06	TCGA-EE-A2MQ-06	3.58	0.43	5.73	1.25	0.75	2.54	0	0.43	2.03	8.84	1.91	1.02	SKCM	Metastatic
TCGA-GL-7773-01	TCGA-GL-7773-01	3.58	0	10	1.67	4.07	5.35	0.91	0.91	2.02	7.11	5.71	9.47	KIRP	Primary Tumor
TCGA-TT-A6YO-01	TCGA-TT-A6YO-01	3.58	0	9.29	3.38	0	7.3	2.29	1.74	2.51	6.47	6.31	0.83	PCPG	Primary Tumor
TCGA-G2-A3IB-01	TCGA-G2-A3IB-01	3.58	0	9.27	3.87	0	2.37	2.37	0	0.46	10.86	0.46	0	BLCA	Primary Tumor
TCGA-EM-A1CT-01	TCGA-EM-A1CT-01	3.58	0	7.79	2.77	0	3.5	0	0	0.72	9.65	8.02	0	THCA	Primary Tumor
TCGA-EM-A3FR-01	TCGA-EM-A3FR-01	3.58	0	7.78	2.25	0	3.33	0	0	1.81	7.78	8.39	4.06	THCA	Primary Tumor
TCGA-A3-3306-01	TCGA-A3-3306-01	3.57	0	11.26	2.36	0	2.21	0	0	0	9.59	2.21	1.84	KIRC	Primary Tumor
TCGA-V4-A9EF-01	TCGA-V4-A9EF-01	3.56	2.73	6.5	3.03	5.75	4.28	0	0	2.73	8.87	0.6	4.65	UVM	Primary Tumor
TCGA-EM-A2CN-01	TCGA-EM-A2CN-01	3.56	0.78	7.79	6.04	1.49	3.77	0.44	0	3.27	8.28	7.67	2.9	THCA	Primary Tumor
TCGA-IM-A41Y-01	TCGA-IM-A41Y-01	3.56	0	9.03	3.04	0	3.77	0.54	0	0	9.67	7.9	1.49	THCA	Primary Tumor
TCGA-DD-AAD5-01	TCGA-DD-AAD5-01	3.55	2.48	8.81	2.34	0	6.33	0	0	2.48	6.81	1.34	0	LIHC	Primary Tumor
TCGA-G2-AA3B-01	TCGA-G2-AA3B-01	3.55	1.07	10.11	5.86	0	2.86	0	0	0	8.84	0.8	0	BLCA	Primary Tumor
TCGA-XK-AAIW-01	TCGA-XK-AAIW-01	3.55	1.03	8.47	3.11	7.23	2.27	0	0.76	7.35	7.6	1.91	6.99	PRAD	Primary Tumor
TCGA-OR-A5L9-01	TCGA-OR-A5L9-01	3.55	0	8.7	3.55	0	4.1	0	0	6.03	7.64	3.55	0	ACC	Primary Tumor
TCGA-DE-A0Y2-01	TCGA-DE-A0Y2-01	3.55	0	8.04	2.59	0.78	3.94	0	0.78	0.78	9.12	10	3.41	THCA	Primary Tumor
TCGA-D3-A2JL-06	TCGA-D3-A2JL-06	3.55	0	5.85	1.37	2.42	4.08	0.48	1.13	4.04	7.6	1.37	0	SKCM	Metastatic
TCGA-VD-A8KA-01	TCGA-VD-A8KA-01	3.54	4.42	6.9	0.94	5.64	2.49	0	0.55	2.49	8.71	0	0.55	UVM	Primary Tumor
TCGA-3A-A9IV-01	TCGA-3A-A9IV-01	3.54	1.09	7.97	3.61	1.42	7.6	9.78	5.59	6.29	11.11	4.44	2.6	PAAD	Primary Tumor
TCGA-G2-AA3C-01	TCGA-G2-AA3C-01	3.54	0.7	7.31	0	5.55	5.1	1.17	0	4.77	9.87	0	0	BLCA	Primary Tumor
TCGA-EE-A2GH-06	TCGA-EE-A2GH-06	3.54	0.64	7.99	2.45	4.74	4.99	0	4.44	3.31	9.7	3.23	1.92	SKCM	Metastatic
TCGA-C5-A1BN-01	TCGA-C5-A1BN-01	3.54	0.44	7.73	1.64	7.46	1.94	4.45	0.77	4.17	9.84	0.44	0.44	CESC	Primary Tumor
TCGA-AZ-6608-01	TCGA-AZ-6608-01	3.54	0	8.77	1.6	0	3.59	1.6	0.49	0.86	7.4	0	0	COAD	Primary Tumor
TCGA-DX-A7ET-01	TCGA-DX-A7ET-01	3.54	0	7.33	2.72	0.7	5.69	1.17	0	4.8	9.88	1.8	0.7	SARC	Primary Tumor
TCGA-DX-AB32-01	TCGA-DX-AB32-01	3.53	1.12	10.42	4.71	4.83	5.82	0	0	5.33	10.27	1.46	0	SARC	Primary Tumor
TCGA-Y8-A8RY-01	TCGA-Y8-A8RY-01	3.53	0.46	10.88	5.01	4.87	4.31	0.46	0.46	5.75	7.74	0	7.79	KIRP	Primary Tumor
TCGA-B3-3926-01	TCGA-B3-3926-01	3.53	0	12.19	3.87	4.38	2.31	0	0	4.15	8.02	1.46	10.44	KIRP	Primary Tumor
TCGA-CA-5256-01	TCGA-CA-5256-01	3.53	0	9.3	1.64	0	4.78	1.37	0	0	9.41	3.07	0	COAD	Primary Tumor
TCGA-G4-6306-01	TCGA-G4-6306-01	3.53	0	7.04	1.64	0	3.7	0	0	1.64	7.95	0	0.77	COAD	Primary Tumor
TCGA-WC-A87T-01	TCGA-WC-A87T-01	3.52	1.86	8.7	5.34	8.76	2.54	0	0.52	0.52	8.39	0	0	UVM	Primary Tumor
TCGA-CZ-4860-01	TCGA-CZ-4860-01	3.52	1.11	8.18	0	0.83	6.89	1.35	0.47	3.94	9.94	3.25	1.11	KIRC	Primary Tumor
TCGA-WB-A80Y-01	TCGA-WB-A80Y-01	3.52	1.11	7.88	4.67	8.22	5.93	0	0	11.39	13.32	9.65	1.97	PCPG	Primary Tumor
TCGA-D5-5540-01	TCGA-D5-5540-01	3.52	0.69	7.51	1.16	2.03	2.57	0	1.51	0	6.39	0.69	1.51	COAD	Primary Tumor
TCGA-SX-A7SU-01	TCGA-SX-A7SU-01	3.52	0.63	9.91	5.34	5.89	3.93	0	0	11.11	8.2	0	6.75	KIRP	Primary Tumor
TCGA-XE-AANJ-01	TCGA-XE-AANJ-01	3.52	0.41	6.62	1.21	6.37	6.05	1.21	0.41	2.48	6.47	1.57	3.82	TGCT	Primary Tumor
TCGA-DK-AA6U-01	TCGA-DK-AA6U-01	3.52	0	11.56	2.64	2.64	2.72	0	0	0.43	8.63	1.79	1.26	BLCA	Primary Tumor
TCGA-37-4130-01	TCGA-37-4130-01	3.52	0	8.61	2.41	5.52	3.52	1.16	2.23	2.96	7.86	1.79	0	LUSC	Primary Tumor
TCGA-GS-A9TY-01	TCGA-GS-A9TY-01	3.52	0	4.02	3.11	7.77	5.32	0	0	2.27	7.97	0	1.95	DLBC	Primary Tumor
TCGA-QR-A70M-01	TCGA-QR-A70M-01	3.51	2.34	6.35	2.78	7.89	8.44	1.24	0.54	11.53	12.72	7.63	5.63	PCPG	Primary Tumor
TCGA-D3-A1Q1-06	TCGA-D3-A1Q1-06	3.51	1.65	7.21	2.41	1.48	2.08	0	0	2.08	7.99	1.05	1.81	SKCM	Metastatic
TCGA-BJ-A2N9-01	TCGA-BJ-A2N9-01	3.51	1.11	6.74	2.92	0	2.59	0.83	0	2.03	7.83	5.14	0	THCA	Primary Tumor
TCGA-IZ-8196-01	TCGA-IZ-8196-01	3.51	0.93	10.49	2.78	5.6	2.58	0.54	0	4.48	8.39	2.06	9.56	KIRP	Primary Tumor
TCGA-FE-A3PD-01	TCGA-FE-A3PD-01	3.51	0.69	9.22	4.41	1.5	4.39	0.39	0	0	10.12	7.19	8.19	THCA	Primary Tumor
TCGA-FS-A4F5-06	TCGA-FS-A4F5-06	3.5	2.15	5.95	4.26	6.19	3.59	0	0	1.02	8.9	2.45	1.91	SKCM	Metastatic
TCGA-FT-A3EE-01	TCGA-FT-A3EE-01	3.5	1.91	10.07	1.7	7.77	3.46	0	0.32	0	9.22	2.53	0	BLCA	Primary Tumor
TCGA-E5-A4U1-01	TCGA-E5-A4U1-01	3.5	1.1	6.08	6.71	1.72	4.84	1.1	2.33	1.72	11.98	0	0	BLCA	Primary Tumor
TCGA-DJ-A3UO-01	TCGA-DJ-A3UO-01	3.5	0.76	7	2.45	0.43	4.85	1.02	0	1.91	10.36	8.1	3.63	THCA	Primary Tumor
TCGA-MK-A4N6-01	TCGA-MK-A4N6-01	3.5	0	7.96	0.82	1.34	4.72	1.34	1.1	1.34	10.23	8.32	1.54	THCA	Primary Tumor
TCGA-G8-6326-01	TCGA-G8-6326-01	3.5	0	4.91	4.09	4.09	7.76	0	0	5.61	8.13	1.27	0.56	DLBC	Primary Tumor
TCGA-SX-A7SL-01	TCGA-SX-A7SL-01	3.49	0.71	10.8	5.15	7.93	3.22	0	0	4.08	5.39	0	8.17	KIRP	Primary Tumor
TCGA-CF-A8HY-01	TCGA-CF-A8HY-01	3.49	0	8.88	3.3	0	3.73	0	0	0.75	9.18	0	0	BLCA	Primary Tumor
TCGA-WC-A87U-01	TCGA-WC-A87U-01	3.48	2.25	7.63	4.68	8.94	3.09	0	0	0.62	8.55	1.65	0	UVM	Primary Tumor
TCGA-RW-A68A-01	TCGA-RW-A68A-01	3.48	1.82	6.41	3.82	7.04	7.68	0	0.51	8.71	11.71	9.19	6.49	PCPG	Primary Tumor
TCGA-B9-7268-01	TCGA-B9-7268-01	3.48	0.71	11.81	3.21	6.37	1.18	0	0.4	1.83	5.66	0.97	9.63	KIRP	Primary Tumor
TCGA-GN-A264-06	TCGA-GN-A264-06	3.48	0.66	7.47	2.07	0.66	3.59	1.45	0	3.69	9.64	2.99	0	SKCM	Metastatic
TCGA-EE-A29Q-06	TCGA-EE-A29Q-06	3.48	0.49	8.2	3.87	1.94	2.87	0.27	0.27	2.02	7.5	0.69	0.69	SKCM	Metastatic
TCGA-FE-A232-01	TCGA-FE-A232-01	3.48	0.46	7.14	2.36	1.32	3.09	0.46	0.46	1.7	10.49	7.71	2	THCA	Primary Tumor
TCGA-DK-A6AV-01	TCGA-DK-A6AV-01	3.48	0	9.47	1.82	0.71	3.11	0	0.71	0	10.47	1.54	0	BLCA	Primary Tumor
TCGA-DC-4749-01	TCGA-DC-4749-01	3.48	0	7.16	0.91	0.53	3.54	0.53	0.53	3.23	8.31	2.03	0	READ	Primary Tumor
TCGA-WB-A81W-01	TCGA-WB-A81W-01	3.47	3.22	6.23	3.47	9.91	7.09	0.52	0.91	12.22	12.87	8.74	7.46	PCPG	Primary Tumor
TCGA-DJ-A1QI-01	TCGA-DJ-A1QI-01	3.47	1.36	6.87	2.67	1.18	5.16	0.7	0	1.18	11.87	8.68	4.51	THCA	Primary Tumor
TCGA-KS-A41L-01	TCGA-KS-A41L-01	3.47	0.88	8.53	5.6	0	2.13	0.51	0	0	9.15	2.49	0	THCA	Primary Tumor
TCGA-DW-7839-01	TCGA-DW-7839-01	3.47	0.39	10.04	2.59	1.68	2.05	0	0.39	3.58	5.56	3.38	9.3	KIRP	Primary Tumor
TCGA-FI-A2CX-01	TCGA-FI-A2CX-01	3.47	0.22	6.99	0.2	3.38	5.15			3.37	8.31	4.02	4.29	UCEC	Primary Tumor
TCGA-DK-A6B6-01	TCGA-DK-A6B6-01	3.47	0	11.73	2.19	0	3.93	0	1.13	0	9.36	1.13	0	BLCA	Primary Tumor
TCGA-HE-A5NL-01	TCGA-HE-A5NL-01	3.47	0	11.27	4.28	3.85	3.36	0	0	3.58	6.97	0	7.63	KIRP	Primary Tumor
TCGA-JY-A6F8-01	TCGA-JY-A6F8-01	3.47	-1.68	6.03	0.25	-0.34	1.33	-0.27	0.28	2.01	6.58	3.03	3.3	ESCA	Primary Tumor
TCGA-QR-A6GY-01	TCGA-QR-A6GY-01	3.46	4.19	6.93	4.51	9.56	8.79	0.54	1.24	11.72	13.25	8.37	0.54	PCPG	Primary Tumor
TCGA-XE-AAOF-01	TCGA-XE-AAOF-01	3.46	1.42	5.53	2.12	7.88	5.3	0	1.42	2.12	6.63	1.81	4.88	TGCT	Primary Tumor
TCGA-SR-A6MX-05	TCGA-SR-A6MX-05	3.46	0.88	7.32	3.76	1.42	11.29	0	0	9.24	10.07	5.89	5.77	PCPG	Additional - New Primary
TCGA-KV-A74V-01	TCGA-KV-A74V-01	3.46	0	11.17	4.51	0	2.94	1.17	0	3.09	7.03	0	6.88	KIRP	Primary Tumor
TCGA-AG-3594-01	TCGA-AG-3594-01	3.46	-0.65	8.81	2.33	-0.32	4.72			2.49	8.36	4.02	0.53	READ	Primary Tumor
TCGA-AA-A01V-01	TCGA-AA-A01V-01	3.46	-0.65	7.9	2.63	0.73	3.55			2.02	9.58	1.68	-0.5	COAD	Primary Tumor
TCGA-D3-A2JP-06	TCGA-D3-A2JP-06	3.45	2.11	5.06	1.5	0.8	3.9	0	0.45	2.23	8.58	1.5	0	SKCM	Metastatic
TCGA-Y8-A8RZ-01	TCGA-Y8-A8RZ-01	3.45	1.31	10.07	2.16	0	2.31	0	0	6.32	8.28	0	2.89	KIRP	Primary Tumor
TCGA-BJ-A190-01	TCGA-BJ-A190-01	3.45	1.16	8.58	2.33	0	1.16	0	0	0.95	9.16	7.56	5.4	THCA	Primary Tumor
TCGA-BL-A0C8-01	TCGA-BL-A0C8-01	3.45	1.12	9.3	2.89	0.66	1.12	0	0	2.5	11.26	2.77	2.5	BLCA	Primary Tumor
TCGA-2Z-A9JR-01	TCGA-2Z-A9JR-01	3.45	0.56	10.25	5.15	4.78	2.93	0	0	5.21	7.19	0	7.57	KIRP	Primary Tumor
TCGA-DW-7838-01	TCGA-DW-7838-01	3.45	0	11.01	1.8	3.55	5.77	0	0	3.33	7.95	0	7.73	KIRP	Primary Tumor
TCGA-AA-A01S-01	TCGA-AA-A01S-01	3.45	-0.65	7.68	1.13	-0.32	2.4			-0.12	10.45	-0.01	3.38	COAD	Primary Tumor
TCGA-SR-A6MY-01	TCGA-SR-A6MY-01	3.44	2.16	7.51	2.16	9.88	6.98	1.79	7.61	11.24	13.04	9.77	5.47	PCPG	Primary Tumor
TCGA-T7-A92I-01	TCGA-T7-A92I-01	3.44	1.14	8.99	3.32	0.68	2.38	1.14	0	0.92	9.77	0.38	10.52	KIRC	Primary Tumor
TCGA-EM-A3FL-01	TCGA-EM-A3FL-01	3.44	0	6.98	2.24	0.42	1.76	0.42	0.42	1.89	8.89	7.23	0.42	THCA	Primary Tumor
TCGA-S7-A7WT-01	TCGA-S7-A7WT-01	3.43	4.11	7.36	3.58	8.64	7.94	0.49	2.22	12.58	13.95	9.14	6.46	PCPG	Primary Tumor
TCGA-GS-A9TQ-01	TCGA-GS-A9TQ-01	3.43	2.13	4.64	1.09	3.74	3.82	0	0	3.09	7.64	1.86	0	DLBC	Primary Tumor
TCGA-2Z-A9JJ-01	TCGA-2Z-A9JJ-01	3.43	0.81	11.58	2.13	5.46	4.51	0	0.81	4.73	9.87	7.22	4.22	KIRP	Primary Tumor
TCGA-EE-A2M8-06	TCGA-EE-A2M8-06	3.43	0.46	8.25	2.96	5.77	4.94	0	2.89	1.7	9.58	2.46	0.81	SKCM	Metastatic
TCGA-HE-7128-01	TCGA-HE-7128-01	3.43	0	11.43	1.44	4.07	2.71	1.65	0.51	3.91	8.13	2.27	8.2	KIRP	Primary Tumor
TCGA-EM-A2OX-01	TCGA-EM-A2OX-01	3.43	0	8.54	2.36	0	4.69	0.46	0	1.33	10.54	8.56	0.81	THCA	Primary Tumor
TCGA-GN-A4U8-11	TCGA-GN-A4U8-11	3.42	2.08	7.58	1.06	5.17	5.63	0	1.06	1.95	7.35	1.95	0	SKCM	Solid Tissue Normal
TCGA-EL-A3ZH-01	TCGA-EL-A3ZH-01	3.42	2.08	6.91	4.44	0.72	5.09	0.72	0	0	8.03	8.29	3.62	THCA	Primary Tumor
TCGA-GN-A4U3-06	TCGA-GN-A4U3-06	3.42	1.59	4.59	3.92	3.24	1.59	0	0	1.94	5.07	1.14	0	SKCM	Metastatic
TCGA-A6-5666-01	TCGA-A6-5666-01	3.42	1.01	6.95	0.59	0.59	5.57	0.59	1.6	3.35	7.55	1.01	0	COAD	Primary Tumor
TCGA-AD-6889-01	TCGA-AD-6889-01	3.42	0.6	8.34	3.12	0	3.42	0	0	3.99	8.55	1.02	1.61	COAD	Primary Tumor
TCGA-S7-A7WQ-01	TCGA-S7-A7WQ-01	3.41	2.86	7.96	4.24	6.18	12.47	0.57	0.57	12.69	13.56	8.05	5.94	PCPG	Primary Tumor
TCGA-FF-8062-01	TCGA-FF-8062-01	3.41	1.09	5.4	3.06	5.24	6.64	0	0	3.48	8.7	0.65	0.65	DLBC	Primary Tumor
TCGA-ER-A199-06	TCGA-ER-A199-06	3.41	0.97	5.32	3.2	6.25	4.53	0	2.86	3.53	7.27	5.53	0	SKCM	Metastatic
TCGA-BQ-7050-01	TCGA-BQ-7050-01	3.41	0.52	10.23	2.31	2.65	2.43	0.52	0	1.46	7.31	0.91	9.27	KIRP	Primary Tumor
TCGA-HE-A5NK-01	TCGA-HE-A5NK-01	3.41	0	11.21	3.86	1.55	6.91	1.55	0	7.4	8.52	0	5.5	KIRP	Primary Tumor
TCGA-FF-8042-01	TCGA-FF-8042-01	3.41	0	2.13	0	1.71	4.66	0.65	0.65	2.47	7.48	0	0	DLBC	Primary Tumor
TCGA-CW-5591-11	TCGA-CW-5591-11	3.4	1.68	11.1	1.68	0.45	7.86	0.8	1.07	5.24	11.43	4.98	1.84	KIRC	Solid Tissue Normal
TCGA-EB-A6R0-01	TCGA-EB-A6R0-01	3.4	0.73	6.71	0.41	7.54	3.35	0	0.41	0.99	6.9	0.99	1.98	SKCM	Primary Tumor
TCGA-A4-7997-01	TCGA-A4-7997-01	3.4	0.33	11.78	1.62	6.07	2.21	2.36	1.03	7.81	7.55	1.35	7.29	KIRP	Primary Tumor
TCGA-QR-A705-01	TCGA-QR-A705-01	3.4	0	10.32	5.26	6.8	11.09	2.75	4.26	11.08	10.58	5.19	4.46	PCPG	Primary Tumor
TCGA-PR-A5PG-01	TCGA-PR-A5PG-01	3.39	3.72	6.85	1.7	7.2	8.89	0	0.93	12.33	13.35	10.07	4.67	PCPG	Primary Tumor
TCGA-XF-A9SV-01	TCGA-XF-A9SV-01	3.39	0.96	6.93	1.54	2.26	4.79	0	0	1.54	10.07	3.84	0	BLCA	Primary Tumor
TCGA-E2-A572-01	TCGA-E2-A572-01	3.39	0	9.67	4.58	0	2.46	1.32	0	3.86	6.48	5.43	0	BRCA	Primary Tumor
TCGA-EB-A5SG-06	TCGA-EB-A5SG-06	3.39	0	9.32	1.37	6.01	4.83	0	3.24	3.15	8.72	2.06	0	SKCM	Metastatic
TCGA-EE-A185-06	TCGA-EE-A185-06	3.38	1.68	4.04	1.07	3.45	2.44	0	0	0	7.67	1.68	0	SKCM	Metastatic
TCGA-CJ-6033-01	TCGA-CJ-6033-01	3.38	1.67	11.02	1.49	1.67	4.26	2.42	0.79	5.26	11.73	5.01	3.28	KIRC	Primary Tumor
TCGA-G3-A5SJ-01	TCGA-G3-A5SJ-01	3.38	0.7	9.37	3.95	0.7	4.01	0	0	3.29	8.52	2.26	5.43	LIHC	Primary Tumor
TCGA-FE-A231-01	TCGA-FE-A231-01	3.38	0.34	7.82	2.38	0.34	0.84	0.34	0	0.34	9.82	8.27	0.61	THCA	Primary Tumor
TCGA-D3-A8GQ-06	TCGA-D3-A8GQ-06	3.37	5.66	6.02	0.55	7.83	3.09	0	0	1.93	11.87	6.8	0.55	SKCM	Metastatic
TCGA-D9-A4Z5-01	TCGA-D9-A4Z5-01	3.37	4.33	9.68	3.97	7.99	2.76	1.22	5.51	0.53	9.07	6.63	0	SKCM	Primary Tumor
TCGA-2Z-A9J8-01	TCGA-2Z-A9J8-01	3.37	0.74	11.05	1.22	1.88	3.12	0.74	0	1.88	6.71	0	8.36	KIRP	Primary Tumor
TCGA-BQ-7045-01	TCGA-BQ-7045-01	3.37	0	9.82	3	4.21	4.97	0	0	2.5	6.95	0	5.67	KIRP	Primary Tumor
TCGA-WB-A81I-01	TCGA-WB-A81I-01	3.36	1.84	6.36	4.25	9.43	6.07	0.6	6.95	11.26	13.23	7.9	1.35	PCPG	Primary Tumor
TCGA-DX-A8BO-01	TCGA-DX-A8BO-01	3.36	0.73	10.93	2.93	2.5	5.7	2.66	0	3.62	9.58	0.73	1.22	SARC	Primary Tumor
TCGA-FF-A7CQ-01	TCGA-FF-A7CQ-01	3.36	0.44	4.37	0.44	4.09	4.34	0.44	2.5	3.46	6.79	2.67	2.08	DLBC	Primary Tumor
TCGA-5P-A9KF-01	TCGA-5P-A9KF-01	3.36	0	10.23	5.73	3.41	1.42	0	0	2.95	7.02	0	4.62	KIRP	Primary Tumor
TCGA-BP-4787-01	TCGA-BP-4787-01	3.36	0	9.19	2.9	1.26	4.68	2.49	0	7.85	10.87	5.1	3.22	KIRC	Primary Tumor
TCGA-HR-A2OG-06	TCGA-HR-A2OG-06	3.36	0	8.15	1.02	8.75	6.09	0	3.98	2.98	10.74	3.46	0.76	SKCM	Metastatic
TCGA-GN-A4U9-06	TCGA-GN-A4U9-06	3.35	2.59	6.59	1.81	6.37	3.67	2.37	4.86	4.61	12.3	8.62	5.32	SKCM	Metastatic
TCGA-OR-A5JW-01	TCGA-OR-A5JW-01	3.35	1.21	10.3	3.63	0	4.97	9.58	0	4.8	8.83	1.86	0	ACC	Primary Tumor
TCGA-EE-A2GR-06	TCGA-EE-A2GR-06	3.35	1.17	6.5	3.35	8.02	1.81	0.5	0.5	1.42	8.02	1.42	0.88	SKCM	Metastatic
TCGA-ET-A2N5-01	TCGA-ET-A2N5-01	3.35	0.87	6.69	2.58	0	2.11	1.17	0	1.62	8.82	7.67	1.17	THCA	Primary Tumor
TCGA-AG-3598-01	TCGA-AG-3598-01	3.35	0.54	7.24	0.53	-0.32	4.97			1.77	8.19	2.28	-0.5	READ	Primary Tumor
TCGA-QB-A6FS-06	TCGA-QB-A6FS-06	3.35	0	2.15	1.45	3.08	5.46	0	1.1	4.19	8.93	2.15	0.66	SKCM	Metastatic
TCGA-SR-A6MP-01	TCGA-SR-A6MP-01	3.34	3.05	7.53	2.39	8.44	7.2	1.15	0	8.56	12.92	9.61	6.7	PCPG	Primary Tumor
TCGA-YD-A89C-06	TCGA-YD-A89C-06	3.34	2.91	4.05	2.01	2.63	0.52	0	0.52	2.01	9.36	5.68	0	SKCM	Metastatic
TCGA-Y8-A896-01	TCGA-Y8-A896-01	3.34	0.94	10.1	3.27	6.87	4.05	0	0	6.18	8.91	1.5	8.39	KIRP	Primary Tumor
TCGA-UZ-A9PO-01	TCGA-UZ-A9PO-01	3.34	0	10.75	2.41	2.25	1.66	0.62	0	2.55	7.4	1.66	8.39	KIRP	Primary Tumor
TCGA-A3-3363-01	TCGA-A3-3363-01	3.34	0	10.58	1.23	4.41	3.68	1.01	0.42	9.14	8.09	0.42	8.55	KIRC	Primary Tumor
TCGA-D7-A4YX-01	TCGA-D7-A4YX-01	3.34	-1.01	7.63	0.94	0.33	3.51	-0.27	0.65	1.26	9.14	3.6	-0.39	STAD	Primary Tumor
TCGA-EM-A1YE-01	TCGA-EM-A1YE-01	3.33	1.49	9.31	3.77	0.68	2.21	0	0	3.41	7.8	6.43	2.54	THCA	Primary Tumor
TCGA-BQ-5884-01	TCGA-BQ-5884-01	3.33	0.55	6.87	2.37	0.76	5.12	1.51	3.57	3.68	10.34	1.11	3.94	KIRP	Primary Tumor
TCGA-B1-5398-01	TCGA-B1-5398-01	3.33	0.42	9.02	0.42	1.01	3.33	0	0.42	3.98	7.94	1.42	7.9	KIRP	Primary Tumor
TCGA-SX-A7SM-01	TCGA-SX-A7SM-01	3.33	0	13.35	3.06	4.41	2.46	3.15	1.43	4.87	7.14	0	5.24	KIRP	Primary Tumor
TCGA-FS-A4F4-06	TCGA-FS-A4F4-06	3.32	3.1	5.18	3.21	0.76	6.28	0	0	3.75	9.82	2.85	0	SKCM	Metastatic
TCGA-EE-A3AA-06	TCGA-EE-A3AA-06	3.32	2.65	6.13	2.45	1.39	5.07	0	1.15	3.58	8.18	2.09	0	SKCM	Metastatic
TCGA-AL-3467-01	TCGA-AL-3467-01	3.32	2.4	8.66	4.4	3.65	0.51	7.75	0	1.84	9.91	5.89	5.37	KIRP	Primary Tumor
